"secs","kph","rpm","watts","hr","torq","km","g"
6773.76,34.5,87,47,125,1.7,61.159,3.15
6776.28,35.5,70,52,125,1.8,61.182,4.02
6778.8,36.2,92,56,125,1.9,61.208,3.12
6781.32,37,126,71,125,2.4,61.234,2.33
6783.84,36.7,101,74,0,2.5,61.26,2.88
6786.36,35.6,59,94,0,3.3,61.284,4.79
6788.88,34.1,88,116,0,4.2,61.307,3.08
6791.4,33.3,83,110,0,4.1,61.331,3.18
6793.92,30.9,98,99,0,4,61.355,2.5
6796.44,28.9,81,277,0,11.9,61.374,2.83
6798.96,29.8,73,175,0,7.2,61.394,3.24
6801.48,29.5,70,178,0,7.5,61.415,3.34
6804,29.4,75,194,0,8.1,61.437,3.11
6806.52,29.5,79,159,0,6.7,61.456,2.96
6809.04,29.5,86,170,0,7.1,61.478,2.72
6811.56,29.6,84,160,0,6.7,61.497,2.8
6814.08,29.3,81,145,121,6.1,61.519,2.87
6816.6,29,82,149,121,6.3,61.538,2.81
6819.12,29.1,80,165,121,7,61.56,2.89
6821.64,29.3,83,190,121,8,61.579,2.8
6824.16,29.4,81,169,0,7.1,61.601,2.88
6826.68,29.7,83,176,0,7.3,61.622,2.84
6829.2,30.3,91,155,0,6.3,61.641,2.64
6831.72,30.5,87,156,0,6.3,61.663,2.78
6834.24,30.5,85,165,0,6.7,61.685,2.85
6836.76,30.7,86,171,0,6.9,61.706,2.83
6839.28,30.8,81,155,0,6.2,61.728,3.02
6841.8,31.2,83,131,0,5.2,61.749,2.98
6844.32,31.6,83,139,0,5.4,61.771,3.02
6846.84,32.7,91,111,0,4.2,61.794,2.85
6849.36,32.7,92,120,0,4.5,61.818,2.82
6851.88,32.2,98,153,0,5.9,61.84,2.61
6854.4,31.9,92,140,0,5.4,61.861,2.75
6856.92,31.6,95,139,0,5.4,61.885,2.64
6859.44,31,88,139,0,5.5,61.907,2.8
6861.96,30.8,87,163,0,6.6,61.928,2.81
6864.48,30.9,84,158,0,6.3,61.95,2.92
6867,30.8,87,144,0,5.8,61.971,2.81
6869.52,30.6,89,154,0,6.2,61.993,2.73
6872.04,30.9,83,138,0,5.5,62.014,2.95
6874.56,30.9,87,147,0,5.9,62.036,2.82
6877.08,30.8,84,178,43,7.1,62.057,2.91
6879.6,30.6,89,199,42,8,62.079,2.73
6882.12,30.5,86,145,42,5.9,62.1,2.81
6884.64,30.1,86,132,42,5.4,62.122,2.78
6887.16,30.2,90,149,43,6.1,62.141,2.66
6889.68,30.5,87,151,43,6.1,62.163,2.78
6892.2,30.6,80,182,43,7.3,62.185,3.04
6894.72,31,87,139,43,5.5,62.206,2.83
6897.24,31.4,88,150,43,5.9,62.228,2.83
6899.76,31.6,83,139,43,5.4,62.251,3.02
6902.28,31.4,120,118,0,4.6,62.273,2.08
6904.8,31,88,114,0,4.5,62.294,2.8
6907.32,31,91,125,0,5,62.316,2.7
6909.84,30.9,83,141,0,5.6,62.338,2.95
6912.36,30.6,86,106,43,4.3,62.359,2.82
6914.88,29.5,87,135,43,5.6,62.381,2.69
6917.4,28,78,144,43,6.3,62.4,2.85
6919.92,27.3,80,162,43,7.3,62.419,2.71
6922.44,27.5,77,136,0,6.1,62.439,2.83
6924.96,26.3,77,96,0,4.5,62.456,2.71
6927.48,23.9,55,57,0,2.9,62.473,3.45
6930,24.3,69,427,0,21.7,62.491,2.8
6932.52,26.6,71,277,0,12.9,62.51,2.97
6935.04,26.8,59,225,124,10.4,62.529,3.61
6937.56,26.5,86,272,126,12.7,62.547,2.45
6940.08,28.3,79,114,128,5,62.566,2.84
6942.6,28.6,51,55,128,2.4,62.588,4.45
6945.12,29,73,45,128,1.9,62.607,3.15
6947.64,28.4,40,80,126,3.5,62.626,5.63
6950.16,27.7,78,81,126,3.6,62.646,2.82
6952.68,28,75,90,125,4,62.665,2.96
6955.2,28.1,65,77,123,3.4,62.687,3.43
6957.72,27.5,56,101,120,4.5,62.706,3.9
6960.24,27.9,76,84,120,3.7,62.725,2.91
6962.76,27.5,68,63,120,2.8,62.745,3.21
6965.28,27.4,50,110,120,5,62.762,4.35
6967.8,26.9,101,111,120,5.1,62.781,2.11
6970.32,27,77,96,119,4.4,62.801,2.78
6972.84,27.4,80,90,114,4.1,62.82,2.72
6975.36,27.3,0,0,113,0,62.84,NA
6977.88,26.7,67,108,111,5,62.857,3.16
6980.4,26.7,0,0,111,0,62.876,NA
6982.92,26.5,65,87,109,4.1,62.896,3.24
6985.44,25.8,46,66,108,3.2,62.913,4.45
6987.96,26.9,71,131,108,6,62.932,3.01
6990.48,26.5,0,0,108,0,62.952,NA
6993,26.7,43,173,106,8,62.969,4.93
6995.52,27.8,0,0,104,0,62.988,NA
6998.04,27.3,57,130,104,5.9,63.008,3.8
7000.56,27.3,55,92,104,4.2,63.027,3.94
7003.08,26.8,62,103,104,4.7,63.047,3.43
7005.6,26.4,55,58,104,2.7,63.064,3.81
7008.12,26.7,77,154,105,7.1,63.083,2.75
7010.64,26.8,77,108,105,5,63.103,2.76
7013.16,26.9,65,81,109,3.7,63.12,3.28
7015.68,26.5,77,138,109,6.4,63.139,2.73
7018.2,26.2,56,65,109,3.1,63.156,3.71
7020.72,26.1,56,115,109,5.4,63.176,3.7
7023.24,26.7,76,100,109,4.6,63.195,2.79
7025.76,27.4,64,108,109,4.9,63.212,3.4
7028.28,27,87,44,109,2,63.232,2.46
7030.8,26.4,75,145,109,6.8,63.251,2.79
7033.32,26,71,140,109,6.7,63.268,2.91
7035.84,25.7,61,186,109,8.9,63.288,3.34
7038.36,26.3,75,123,0,5.8,63.305,2.78
7040.88,25.9,67,95,0,4.5,63.324,3.07
7043.4,25.6,71,124,0,6,63.342,2.86
7045.92,24.8,86,55,0,2.7,63.359,2.29
7048.44,24.3,63,80,0,4.1,63.376,3.06
7050.96,24.3,68,149,0,7.6,63.393,2.84
7053.48,25.1,70,112,0,5.5,63.411,2.85
7056,25.7,70,122,0,5.9,63.428,2.91
7058.52,25.7,70,104,0,5,63.447,2.91
7061.04,25.3,71,144,0,7,63.465,2.83
7063.56,25.2,74,120,114,5.9,63.482,2.7
7066.08,24.8,54,217,115,10.8,63.499,3.64
7068.6,25.6,71,150,123,7.2,63.518,2.86
7071.12,24.4,59,248,123,12.5,63.536,3.28
7073.64,24.2,60,84,123,4.3,63.551,3.2
7076.16,26.7,53,56,124,2.6,63.57,4
7078.68,27.2,68,20,126,0.9,63.59,3.17
7081.2,26.5,63,68,126,3.2,63.607,3.34
7083.72,26.6,72,85,126,4,63.626,2.93
7086.24,26.2,58,14,126,0.7,63.646,3.59
7088.76,26.4,75,19,125,0.9,63.663,2.79
7091.28,25.4,55,58,125,2.8,63.68,3.67
7093.8,26.4,71,135,125,6.3,63.699,2.95
7096.32,27.4,80,100,125,4.5,63.719,2.72
7098.84,26.9,83,128,0,5.9,63.738,2.57
7101.36,26.3,91,108,0,5.1,63.755,2.29
7103.88,26.8,0,0,0,0,63.775,NA
7106.4,27.9,79,197,0,8.7,63.794,2.8
7108.92,28.9,61,50,0,2.1,63.814,3.76
7111.44,28.5,85,94,0,4.1,63.833,2.66
7113.96,27.7,51,89,0,4,63.852,4.31
7116.48,27.3,83,95,0,4.3,63.872,2.61
7119,27.2,80,75,0,3.4,63.891,2.7
7121.52,26.4,65,125,0,5.9,63.911,3.22
7124.04,27.7,58,46,0,2,63.93,3.79
7126.56,28.4,74,60,0,2.6,63.949,3.05
7129.08,28.5,55,109,106,4.7,63.969,4.11
7131.6,28.1,0,113,106,5,63.988,NA
7134.12,27.6,63,139,106,6.2,64.008,3.48
7136.64,27.7,78,188,106,8.4,64.027,2.82
7139.16,27.8,51,137,0,6.1,64.046,4.33
7141.68,27.8,79,150,0,6.7,64.066,2.79
7144.2,27.8,63,135,0,6,64.087,3.5
7146.72,27.9,83,138,0,6.1,64.107,2.67
7149.24,27.7,76,142,0,6.3,64.126,2.89
7151.76,28.1,46,90,0,4,64.145,4.85
7154.28,28.2,63,139,0,6.1,64.165,3.55
7156.8,28.6,79,142,0,6.1,64.184,2.87
7159.32,30.2,87,124,0,5.1,64.206,2.75
7161.84,30.1,86,110,0,4.5,64.227,2.78
7164.36,29.5,48,86,0,3.6,64.247,4.88
7166.88,29.7,84,71,0,2.9,64.268,2.81
7169.4,29.3,71,97,0,4.1,64.288,3.28
7171.92,28.9,122,137,0,5.9,64.309,1.88
7174.44,28.3,101,106,0,4.6,64.329,2.22
7176.96,27.9,79,133,0,5.9,64.348,2.8
7179.48,29,77,460,0,19.5,64.367,2.99
7182,30.8,93,124,137,5,64.389,2.63
7184.52,29.4,65,35,137,1.5,64.411,3.59
7187.04,28.9,58,85,137,3.6,64.43,3.95
7189.56,29.3,77,107,137,4.5,64.452,3.02
7192.08,29.4,82,105,137,4.4,64.473,2.85
7194.6,29.2,71,77,137,3.3,64.492,3.26
7197.12,28.7,64,102,0,4.4,64.512,3.56
7199.64,28.3,65,104,0,4.5,64.533,3.46
7202.16,28.5,81,219,0,9.5,64.553,2.79
7204.68,29,62,96,0,4.1,64.572,3.71
7207.2,28.3,72,67,0,2.9,64.594,3.12
7209.72,28.1,64,218,0,9.6,64.613,3.48
7212.24,28.6,81,207,0,8.9,64.633,2.8
7214.76,28.8,80,174,0,7.5,64.652,2.86
7217.28,28.9,79,140,0,6,64.673,2.9
7219.8,28.6,80,136,0,5.9,64.693,2.84
7222.32,28.8,82,155,0,6.7,64.712,2.79
7224.84,29.1,86,133,0,5.6,64.734,2.69
7227.36,28.9,81,143,0,6.1,64.753,2.83
7229.88,28.8,82,134,0,5.8,64.773,2.79
7232.4,28.2,84,147,0,6.4,64.794,2.66
7234.92,28.5,63,128,0,5.5,64.814,3.59
7237.44,28.6,79,189,0,8.1,64.833,2.87
7239.96,29.3,80,126,130,5.3,64.855,2.91
7242.48,30.4,83,92,130,3.7,64.876,2.91
7245,30.1,85,138,126,5.6,64.895,2.81
7247.52,30.1,88,140,126,5.8,64.917,2.71
7250.04,30.4,88,153,126,6.2,64.939,2.74
7252.56,30,92,154,125,6.3,64.96,2.59
7255.08,29.8,67,169,125,7,64.979,3.53
7257.6,30.2,69,188,124,7.7,65.001,3.47
7260.12,29.8,81,177,124,7.3,65.023,2.92
7262.64,29.5,90,175,124,7.3,65.044,2.6
7265.16,28.7,80,181,124,7.8,65.064,2.85
7267.68,28.6,69,175,0,7.6,65.083,3.29
7270.2,28.2,52,178,0,7.8,65.104,4.3
7272.72,28.4,64,164,0,7.1,65.124,3.52
7275.24,28.2,83,227,0,9.9,65.143,2.7
7277.76,29,82,191,134,8.1,65.163,2.81
7280.28,29.5,85,156,134,6.6,65.184,2.75
7282.8,29.8,81,145,135,6,65.204,2.92
7285.32,29.5,84,175,133,7.3,65.225,2.79
7287.84,29,79,188,132,8,65.245,2.91
7290.36,27.8,65,173,132,7.7,65.266,3.39
7292.88,28.2,77,160,130,7,65.286,2.91
7295.4,28.7,81,165,130,7.1,65.305,2.81
7297.92,29.1,77,168,129,7.1,65.324,3
7300.44,29.7,83,179,129,7.5,65.346,2.84
7302.96,29.4,78,162,130,6.8,65.367,2.99
7305.48,29.6,90,184,130,7.7,65.387,2.61
7308,29.8,83,204,130,8.5,65.408,2.85
7310.52,29.7,66,182,130,7.6,65.428,3.57
7313.04,29.9,82,202,130,8.4,65.449,2.89
7315.56,29.6,89,206,130,8.6,65.471,2.64
7318.08,29.4,82,218,130,9.2,65.49,2.85
7320.6,29,82,210,130,8.9,65.512,2.81
7323.12,28.9,85,209,130,8.9,65.531,2.7
7325.64,28.8,82,216,0,9.3,65.551,2.79
7328.16,28.2,82,152,0,6.7,65.572,2.73
7330.68,29,90,186,131,7.9,65.592,2.56
7333.2,29.5,83,181,132,7.6,65.613,2.82
7335.72,30.4,88,167,132,6.8,65.632,2.74
7338.24,30.9,86,150,132,6,65.654,2.85
7340.76,30.7,88,171,132,6.9,65.676,2.77
7343.28,30.5,85,176,132,7.1,65.697,2.85
7345.8,29.9,87,184,132,7.6,65.719,2.73
7348.32,29.8,67,193,132,8,65.74,3.53
7350.84,29.7,86,247,132,10.3,65.76,2.74
7353.36,29.3,76,185,132,7.8,65.781,3.06
7355.88,30,67,146,0,6,65.803,3.55
7358.4,30.8,68,175,133,7,65.824,3.59
7360.92,31.4,97,135,133,5.3,65.846,2.57
7363.44,31.1,89,148,134,5.9,65.867,2.77
7365.96,30.6,86,143,134,5.8,65.889,2.82
7368.48,30.2,88,130,133,5.3,65.91,2.72
7371,29.8,83,153,133,6.3,65.93,2.85
7373.52,29.7,86,209,133,8.7,65.951,2.74
7376.04,30.1,85,173,133,7.1,65.973,2.81
7378.56,29.8,84,163,130,6.8,65.992,2.82
7381.08,29.4,81,185,130,7.8,66.014,2.88
7383.6,29.3,84,185,130,7.8,66.035,2.77
7386.12,30,87,220,130,9,66.055,2.74
7388.64,30.5,86,142,130,5.8,66.076,2.81
7391.16,30.2,86,163,130,6.7,66.098,2.79
7393.68,29.7,83,179,130,7.5,66.119,2.84
7396.2,29.1,84,194,130,8.2,66.139,2.75
7398.72,29.3,83,171,123,7.2,66.16,2.8
7401.24,29.4,81,164,123,6.9,66.18,2.88
7403.76,30.2,86,155,123,6.3,66.201,2.79
7406.28,30.7,87,146,123,5.9,66.223,2.8
7408.8,30.7,90,163,120,6.6,66.244,2.71
7411.32,30.5,91,179,120,7.2,66.266,2.66
7413.84,29.8,83,155,120,6.4,66.288,2.85
7416.36,29.7,84,163,118,6.8,66.307,2.81
7418.88,30.2,86,144,118,5.9,66.328,2.79
7421.4,29.8,86,161,118,6.7,66.35,2.75
7423.92,29.7,85,201,118,8.4,66.369,2.77
7426.44,29.1,82,165,0,7,66.391,2.82
7428.96,28.5,85,219,0,9.5,66.41,2.66
7431.48,28.6,82,191,0,8.2,66.43,2.77
7434,29,77,141,0,6,66.451,2.99
7436.52,30,85,121,0,5,66.471,2.8
7439.04,30.4,84,147,0,6,66.492,2.87
7441.56,30.2,88,144,0,5.9,66.514,2.72
7444.08,29.8,87,147,0,6.1,66.535,2.72
7446.6,29.8,84,142,0,5.9,66.557,2.82
7449.12,29.8,90,115,0,4.7,66.576,2.63
7451.64,30.7,74,90,0,3.6,66.598,3.29
7454.16,30.9,48,158,0,6.3,66.619,5.11
7456.68,29.1,0,0,120,0,66.641,NA
7459.2,28.9,52,40,121,1.7,66.66,4.41
7461.72,27.7,0,0,122,0,66.68,NA
7464.24,26,0,0,117,0,66.699,NA
7466.76,20.8,0,0,117,0,66.714,NA
7469.28,19.3,0,30,117,1.9,66.727,NA
7471.8,21.7,55,232,117,13.2,66.742,3.13
7474.32,23.3,61,198,117,10.5,66.759,3.03
7476.84,25.3,51,111,117,5.4,66.777,3.94
7479.36,28.5,69,57,117,2.5,66.796,3.28
7481.88,31.7,74,78,117,3.1,66.818,3.4
7484.4,35.5,101,42,0,1.5,66.841,2.79
7486.92,37.1,76,92,111,3.1,66.867,3.87
7489.44,37.4,82,72,108,2.4,66.893,3.62
7491.96,37.4,85,62,104,2,66.919,3.49
7494.48,38,92,83,104,2.7,66.947,3.28
7497,38.4,84,88,104,2.8,66.973,3.63
7499.52,38.2,92,77,104,2.5,67.001,3.3
7502.04,38,106,118,104,3.8,67.027,2.85
7504.56,37.4,89,92,105,3.1,67.053,3.34
7507.08,36.3,71,166,109,5.6,67.078,4.06
7509.6,35.5,71,133,109,4.6,67.104,3.97
7512.12,35.2,86,138,109,4.9,67.128,3.25
7514.64,33.7,86,161,114,5.9,67.152,3.11
7517.16,33.5,84,147,115,5.4,67.175,3.17
7519.68,32.8,81,162,115,6.1,67.199,3.21
7522.2,32.4,82,143,115,5.4,67.221,3.14
7524.72,32.2,85,162,121,6.2,67.244,3.01
7527.24,32.3,81,118,122,4.5,67.266,3.16
7529.76,33.6,86,80,123,2.9,67.29,3.1
7532.28,35.7,65,85,123,2.9,67.315,4.36
7534.8,36.8,73,101,123,3.4,67.339,4
7537.32,36.2,72,106,123,3.6,67.365,3.99
7539.84,36.1,92,132,123,4.5,67.391,3.11
7542.36,36,87,145,123,5,67.417,3.28
7544.88,34.8,88,147,123,5.2,67.44,3.14
7547.4,33.4,86,165,123,6.1,67.464,3.08
7549.92,32.5,82,140,0,5.3,67.488,3.15
7552.44,31.8,78,169,0,6.6,67.509,3.24
7554.96,32,80,173,0,6.7,67.531,3.17
7557.48,31.4,79,193,0,7.6,67.555,3.15
7560,31.2,80,194,0,7.7,67.576,3.1
7562.52,30.7,80,177,0,7.1,67.598,3.05
7565.04,29.5,79,173,123,7.2,67.617,2.96
7567.56,28.5,76,185,123,8,67.639,2.98
7570.08,28,77,192,130,8.5,67.658,2.89
7572.6,27.5,80,164,130,7.3,67.677,2.73
7575.12,27.4,75,145,130,6.6,67.697,2.9
7577.64,27.5,80,81,130,3.6,67.716,2.73
7580.16,27.5,84,25,0,1.1,67.736,2.6
7582.68,25.9,0,0,0,0,67.753,NA
7585.2,23.8,0,0,130,0,67.77,NA
7587.72,23.9,61,112,120,5.8,67.787,3.11
7590.24,26,55,212,120,10.1,67.805,3.75
7592.76,27.4,73,181,120,8.1,67.824,2.98
7595.28,28.5,82,149,120,6.4,67.843,2.76
7597.8,29.5,77,173,0,7.2,67.865,3.04
7600.32,30,85,162,0,6.7,67.884,2.8
7602.84,30.9,87,155,119,6.2,67.906,2.82
7605.36,30.7,97,146,119,5.9,67.927,2.51
7607.88,30.4,87,164,119,6.7,67.949,2.77
7610.4,30.2,84,224,119,9.2,67.971,2.85
7612.92,29.7,67,174,122,7.2,67.992,3.52
7615.44,30.3,85,144,124,5.9,68.012,2.83
7617.96,30.4,91,134,124,5.4,68.033,2.65
7620.48,30.4,85,111,124,4.5,68.055,2.84
7623,30.6,86,118,124,4.7,68.076,2.82
7625.52,30.4,86,142,125,5.8,68.098,2.81
7628.04,30.6,88,134,125,5.4,68.119,2.76
7630.56,30.5,90,115,125,4.6,68.141,2.69
7633.08,30.6,85,143,130,5.8,68.162,2.86
7635.6,29.5,83,186,130,7.8,68.182,2.82
7638.12,29.1,80,160,130,6.8,68.203,2.89
7640.64,28.2,79,186,130,8.1,68.223,2.83
7643.16,27.8,77,178,0,7.9,68.242,2.87
7645.68,27.5,77,176,0,7.9,68.261,2.83
7648.2,27,78,208,130,9.5,68.281,2.75
7650.72,26.6,73,182,130,8.5,68.3,2.89
7653.24,26,73,186,130,8.8,68.318,2.83
7655.76,24.5,78,155,130,7.8,68.335,2.49
7658.28,22.8,78,155,0,8.4,68.352,2.32
7660.8,21.4,74,221,130,12.8,68.367,2.3
7663.32,19.8,69,253,130,15.8,68.38,2.28
7665.84,16.5,64,289,131,21.7,68.393,2.05
7668.36,14.5,62,264,131,22.5,68.402,1.86
7670.88,13.1,57,251,132,23.7,68.412,1.82
7673.4,11.9,54,289,133,29.9,68.421,1.75
7675.92,12.4,69,227,134,22.6,68.43,1.43
7678.44,12.4,51,219,134,21.9,68.438,1.93
7680.96,12.6,53,224,136,21.9,68.447,1.89
7683.48,12.6,54,242,137,23.6,68.455,1.85
7686,13.3,56,213,138,19.8,68.464,1.88
7688.52,14.2,59,188,138,16.4,68.475,1.91
7691.04,15.6,70,198,139,15.7,68.486,1.77
7693.56,16.2,67,130,139,9.9,68.496,1.92
7696.08,16.2,71,101,141,7.7,68.507,1.81
7698.6,17.3,73,144,142,10.3,68.52,1.88
7701.12,18.9,79,95,142,6.2,68.533,1.9
7703.64,20.1,96,88,142,5.4,68.546,1.66
7706.16,21.8,65,100,142,5.6,68.561,2.66
7708.68,22.9,81,90,142,4.9,68.576,2.24
7711.2,24.1,49,148,142,7.6,68.593,3.9
7713.72,24.8,67,157,142,7.8,68.611,2.94
7716.24,25.8,98,132,142,6.3,68.63,2.09
7718.76,26.3,84,115,142,5.4,68.647,2.48
7721.28,26.1,93,129,142,6.1,68.667,2.23
7723.8,26.3,81,164,0,7.7,68.684,2.58
7726.32,26.7,83,181,0,8.4,68.703,2.55
7728.84,27.5,84,164,0,7.3,68.723,2.6
7731.36,27.7,82,109,0,4.9,68.742,2.68
7733.88,27.4,80,130,0,5.9,68.761,2.72
7736.4,27.1,81,117,0,5.3,68.781,2.66
7738.92,27,83,175,0,8,68.798,2.58
7741.44,26.6,83,161,0,7.5,68.818,2.54
7743.96,27.2,75,137,0,6.2,68.837,2.88
7746.48,27.1,82,146,0,6.7,68.856,2.62
7749,27.2,65,147,0,6.7,68.874,3.32
7751.52,27.2,84,129,123,5.9,68.893,2.57
7754.04,27,65,165,123,7.6,68.912,3.3
7756.56,26.6,83,158,123,7.3,68.932,2.54
7759.08,25.9,80,171,123,8.1,68.949,2.57
7761.6,25.5,81,200,123,9.7,68.966,2.5
7764.12,25.4,75,200,123,9.7,68.986,2.69
7766.64,25.7,86,226,125,10.8,69.003,2.37
7769.16,26.8,101,171,127,7.9,69.022,2.11
7771.68,27.6,86,169,127,7.6,69.042,2.55
7774.2,28,85,171,133,7.6,69.061,2.61
7776.72,27.5,82,149,134,6.7,69.08,2.66
7779.24,27.3,81,110,134,5,69.1,2.67
7781.76,27.5,87,121,134,5.4,69.117,2.51
7784.28,27.4,83,158,134,7.1,69.136,2.62
7786.8,27.2,84,172,0,7.8,69.156,2.57
7789.32,26.9,81,150,0,6.9,69.175,2.64
7791.84,27,87,151,0,6.9,69.195,2.46
7794.36,27.4,75,126,0,5.6,69.214,2.9
7796.88,27.3,81,140,0,6.3,69.233,2.67
7799.4,27.2,85,154,0,7,69.251,2.54
7801.92,27.2,86,129,0,5.9,69.27,2.51
7804.44,27.8,84,89,0,4,69.29,2.63
7806.96,27.6,103,73,0,3.3,69.309,2.13
7809.48,27.5,83,91,0,4.1,69.328,2.63
7812,28.4,79,125,0,5.4,69.348,2.85
7814.52,28.5,84,157,0,6.8,69.369,2.69
7817.04,29.1,90,136,0,5.8,69.389,2.57
7819.56,29.6,92,119,0,5,69.41,2.55
7822.08,29,86,138,0,5.9,69.43,2.68
7824.6,28.6,69,147,0,6.3,69.449,3.29
7827.12,28.2,81,137,0,6,69.471,2.76
7829.64,27.8,86,181,0,8,69.49,2.57
7832.16,26.9,82,185,0,8.5,69.509,2.6
7834.68,27,82,168,41,7.7,69.527,2.61
7837.2,26.5,84,170,41,7.9,69.546,2.5
7839.72,26.7,83,166,41,7.7,69.565,2.55
7842.24,27.1,78,161,41,7.3,69.583,2.76
7844.76,26.9,85,148,41,6.8,69.602,2.51
7847.28,27.3,87,175,0,7.9,69.621,2.49
7849.8,27.3,47,150,0,6.8,69.641,4.61
7852.32,27.7,85,142,0,6.3,69.66,2.59
7854.84,28,86,136,0,6,69.68,2.58
7857.36,28,69,141,0,6.2,69.699,3.22
7859.88,27.9,57,140,0,6.2,69.718,3.88
7862.4,27.4,81,158,0,7.1,69.738,2.68
7864.92,28,67,164,0,7.2,69.757,3.32
7867.44,28.5,72,115,46,5,69.777,3.14
7869.96,28.5,71,104,44,4.5,69.798,3.19
7872.48,28.5,67,112,44,4.9,69.818,3.38
7875,28.2,87,114,43,5,69.837,2.57
7877.52,28.6,107,76,43,3.3,69.856,2.12
7880.04,28.3,96,88,43,3.8,69.878,2.34
7882.56,28.2,92,121,43,5.3,69.897,2.43
7885.08,28,88,100,43,4.4,69.917,2.53
7887.6,28.5,82,112,0,4.9,69.936,2.76
7890.12,27.5,75,133,0,6,69.956,2.91
7892.64,24.6,0,0,0,0,69.973,NA
7895.16,21.1,67,199,0,11.6,69.988,2.5
7897.68,24.6,73,239,111,12,70.005,2.67
7900.2,27,74,82,117,3.7,70.024,2.9
7902.72,26.7,83,240,117,11.1,70.042,2.55
7905.24,27,83,215,117,9.8,70.061,2.58
7907.76,27,82,185,117,8.5,70.081,2.61
7910.28,27.4,86,178,0,8,70.1,2.53
7912.8,27.4,85,158,0,7.1,70.119,2.56
7915.32,27.4,84,155,0,7,70.137,2.59
7917.84,26.6,85,115,0,5.3,70.156,2.48
7920.36,25.7,80,106,0,5.1,70.175,2.55
7922.88,24.9,72,260,0,12.9,70.193,2.74
7925.4,28.3,85,264,0,11.5,70.212,2.64
7927.92,28,0,0,0,0,70.231,NA
7930.44,26.9,83,94,0,4.3,70.251,2.57
7932.96,27.1,65,183,0,8.4,70.268,3.31
7935.48,27.2,90,104,0,4.7,70.287,2.4
7938,27.4,82,105,0,4.7,70.307,2.65
7940.52,27.3,85,80,0,3.6,70.326,2.55
7943.04,27.4,81,145,0,6.6,70.346,2.68
7945.56,27.8,88,89,0,4,70.365,2.51
7948.08,28.1,85,41,0,1.8,70.384,2.62
7950.6,28.1,62,147,0,6.4,70.404,3.6
7953.12,28.1,93,23,0,1,70.423,2.4
7955.64,28.5,87,138,0,6,70.445,2.6
7958.16,28.9,96,64,120,2.7,70.464,2.39
7960.68,29,85,90,120,3.8,70.484,2.71
7963.2,29.8,87,98,119,4.1,70.505,2.72
7965.72,30.2,104,75,117,3.1,70.527,2.3
7968.24,29.9,61,98,117,4.1,70.546,3.89
7970.76,28.9,72,48,117,2,70.568,3.19
7973.28,28,81,115,117,5.1,70.587,2.74
7975.8,27.7,80,142,0,6.3,70.606,2.75
7978.32,27.7,78,142,0,6.3,70.626,2.82
7980.84,27.6,76,131,0,5.9,70.645,2.88
7983.36,27.2,84,80,0,3.6,70.665,2.57
7985.88,26.3,77,193,0,9,70.682,2.71
7988.4,25.8,74,153,116,7.3,70.701,2.77
7990.92,25.2,69,120,111,5.9,70.718,2.9
7993.44,25.2,71,106,111,5.2,70.736,2.82
7995.96,25.2,74,129,111,6.3,70.753,2.7
7998.48,25.9,77,135,111,6.4,70.772,2.67
8001,26.1,76,115,123,5.4,70.79,2.73
8003.52,26,87,78,123,3.7,70.809,2.37
8006.04,25.8,77,132,123,6.3,70.826,2.66
8008.56,26.4,82,165,122,7.7,70.846,2.56
8011.08,26.6,80,97,123,4.5,70.863,2.64
8013.6,26.1,78,76,123,3.6,70.882,2.66
8016.12,26.8,85,149,117,6.9,70.902,2.5
8018.64,27.8,80,63,116,2.8,70.921,2.76
8021.16,27.7,109,71,116,3.2,70.94,2.02
8023.68,27.8,88,99,116,4.4,70.96,2.51
8026.2,27.6,73,40,116,1.8,70.979,3
8028.72,28,87,128,116,5.6,70.999,2.55
8031.24,28.3,80,75,0,3.3,71.018,2.81
8033.76,28.3,85,103,115,4.5,71.037,2.64
8036.28,29,93,101,115,4.3,71.057,2.47
8038.8,29.7,100,109,115,4.5,71.078,2.36
8041.32,30.2,93,149,115,6.1,71.1,2.58
8043.84,30.5,120,126,115,5.1,71.122,2.02
8046.36,30.9,87,189,116,7.6,71.143,2.82
8048.88,30.9,92,102,116,4.1,71.165,2.67
8051.4,30.3,73,17,116,0.7,71.184,3.29
8053.92,29.5,67,189,116,7.9,71.206,3.49
8056.44,29.3,85,123,116,5.2,71.227,2.74
8058.96,28.7,77,84,116,3.6,71.246,2.96
8061.48,28.6,78,120,116,5.2,71.266,2.91
8064,28.5,86,143,116,6.2,71.287,2.63
8066.52,28.4,62,104,0,4.5,71.307,3.64
8069.04,28.7,63,84,0,3.6,71.326,3.62
8071.56,28.9,79,95,0,4.1,71.346,2.9
8074.08,29.5,83,103,0,4.3,71.367,2.82
8076.6,30,77,80,0,3.3,71.389,3.09
8079.12,29.9,61,140,0,5.8,71.408,3.89
8081.64,29.7,0,0,0,0,71.43,NA
8084.16,27.4,0,0,0,0,71.449,NA
8086.68,25.3,0,0,117,0,71.466,NA
8089.2,21.6,0,0,114,0,71.484,NA
8091.72,18.4,0,0,113,0,71.496,NA
8094.24,19.8,54,224,115,14,71.509,2.91
8096.76,21.9,61,327,115,18.4,71.524,2.85
8099.28,25.3,71,294,115,14.3,71.542,2.83
8101.8,27.5,55,116,111,5.2,71.561,3.97
8104.32,28.3,81,93,111,4.1,71.581,2.77
